id,start_frame,end_frame,N_separate_frames,N_time_span_frames,time_span,mean_speed,stdev_speed,min_speed,max_speed,median_speed,iqr_speed,mean_area,stdev_area,min_area,max_area,median_area,iqr_area
56,0,12,13,12,720,0.047512787775855055,0.02537123404135261,0.010754772866418124,0.0858672254320496,0.05008852280704276,0.04717965164348287,252.15384615384616,7.461141940296703,237,269,253.0,5.0
57,0,12,13,12,720,0.04326947518855678,0.030192463066995533,0.007608520107563776,0.09499328248504307,0.03417258510829249,0.050163485247162035,224.46153846153845,4.011816864740092,217,233,224.0,5.0
58,0,12,13,12,720,0.024808284604931424,0.00762210185871262,0.010302999258889885,0.03914094040910438,0.02484736795758853,0.006857305222416121,235.23076923076923,8.210254808693128,222,248,233.0,14.0
60,0,12,13,12,720,0.050862497995902395,0.03172731896118503,0.0032300960088403,0.09410243056747007,0.04802173399797459,0.056089606886705494,183.84615384615384,10.719114155751102,161,201,184.0,12.0
61,0,12,13,12,720,0.02705878766492203,0.008144340874307848,0.013635390065309292,0.03872363891061649,0.028043624833242554,0.009710939602174853,182.0,8.646920305474705,170,198,184.0,16.0
62,0,12,13,12,720,0.05025899942962278,0.027043680828875847,0.007343633049859452,0.10782628686595011,0.04396644600008402,0.04036445476106991,256.0,6.894814104706634,245,268,255.0,11.0
64,0,12,13,12,720,0.03478341783662295,0.017519026050256452,0.0029695177536817386,0.060973318642158075,0.03859205595268432,0.027461301701738862,230.23076923076923,5.686067265408102,219,237,232.0,10.0
65,0,12,13,12,720,0.030513128121462178,0.015758330064273178,0.0033013643341909893,0.05252844183965623,0.035221144918628294,0.01514051216960443,240.53846153846155,5.637994523633445,231,248,240.0,9.0
66,0,12,13,12,720,0.032024137610644925,0.014464757543984946,0.006808418272668181,0.05150534162987041,0.031805750656695345,0.02233276204603918,279.46153846153845,5.799408253837159,272,289,277.0,8.0
67,0,12,13,12,720,0.045115211329228494,0.024271337191447466,0.012333903002598502,0.09004394905273774,0.04181889693413807,0.03362871371421383,208.6153846153846,5.6912680963365885,198,216,209.0,8.0
68,0,12,13,12,720,0.042329146062679984,0.023451958568649848,0.00279726615797686,0.06737243752166955,0.05035975841679569,0.04829202401782502,253.46153846153845,10.916574445911873,235,273,254.0,12.0
70,0,12,13,12,720,0.042716407463252955,0.020576065505611453,0.012135410646071794,0.07475891259847252,0.041793699785103416,0.030312847147602327,238.23076923076923,5.604309415411381,228,246,239.0,9.0
71,0,12,13,12,720,0.026037687094511708,0.015269899253401236,0.003248078225268534,0.05943407336667155,0.028525845629343113,0.017872753034876745,213.15384615384616,9.812442288678138,199,230,215.0,12.0
72,0,12,13,12,720,0.026659256426037753,0.01872245773646668,0.003018415652707758,0.06408330005008818,0.028142993171801023,0.024099692206102148,414.6923076923077,12.498520622516862,393,438,411.0,18.0
73,0,12,13,12,720,0.026707105211599417,0.011100651415113643,0.011002806909564174,0.04363148148061901,0.025033773735674513,0.018107482128740183,175.15384615384616,5.9335571617467355,167,188,175.0,9.0
74,0,12,13,12,720,0.022161916390155814,0.007260874164153394,0.01128741550542384,0.03409172855916176,0.020494236175344883,0.008799549579416345,292.0,9.240379612581693,269,303,294.0,13.0
75,0,12,13,12,720,0.07917691960405839,0.05837929945177901,0.005652776593981862,0.17664505136830544,0.07868134019154338,0.09579769077121282,339.61538461538464,10.088366960464617,320,356,340.0,7.0
76,0,12,13,12,720,0.027828240588147844,0.012096282435687548,0.01061851782024024,0.04996684990386856,0.026978938078838176,0.01684823331560905,203.0,6.063763746158879,192,215,204.0,6.0
78,0,12,13,12,720,0.05877874740111525,0.03586448006832651,0.010535774107572159,0.12021141392989275,0.0628924749529883,0.05852638105811059,274.0769230769231,12.312979633525808,258,293,274.0,24.0
79,0,12,13,12,720,0.04392522591109883,0.023978763926130284,0.005968816184948188,0.09787410427975998,0.048733823962797365,0.028481213942463716,247.0,16.82946134701789,227,274,246.0,28.0
80,0,12,13,12,720,0.05214840834519707,0.020769551373641774,0.008981910142650124,0.08373074588419457,0.0528055389245281,0.025533982445325613,244.92307692307693,17.69598623965567,221,283,244.0,21.0
81,0,12,13,12,720,0.057089645661447745,0.02122979731636104,0.021191035247686806,0.09269871442487997,0.05950564841804094,0.02767737813389902,221.3846153846154,9.344175162498592,206,244,219.0,9.0
82,0,12,13,12,720,0.05095902113082428,0.02672167631923166,0.010675955327831268,0.09209368762883238,0.050394905870849535,0.038992319698332105,226.92307692307693,6.9554797264352715,216,243,225.0,10.0
83,0,12,13,12,720,0.026995137006790973,0.012698360461736636,0.009094055509446912,0.04974776590139566,0.031192428715386217,0.023499763657127033,219.3846153846154,4.875976612843224,212,228,219.0,7.0
84,0,12,13,12,720,0.024896868726428212,0.012004664772743966,0.003083087118864669,0.03971575500077223,0.027574998572845795,0.0205573785609824,306.0769230769231,6.638599695505051,295,319,306.0,10.0
87,0,12,13,12,720,0.030828918518592607,0.016224726457274487,0.009683362427132046,0.05885747375669129,0.03281682961270438,0.023995833781059475,290.46153846153845,12.245032805279326,271,308,291.0,23.0
88,0,12,13,12,720,0.0377893868839082,0.028812115714648097,0.0004250552920053813,0.08891457912194517,0.03074335754838642,0.0416886496648564,178.16666666666666,75.79559500539739,66,264,195.5,153.75
89,0,12,13,12,720,0.027523269500833284,0.009571784598367434,0.007943624476917465,0.042487082183645164,0.028643007995597367,0.01244927178472064,317.3076923076923,12.651449387229636,294,349,316.0,11.0
90,0,12,13,12,720,0.024341555597434186,0.013757242705371707,0.002756996538150912,0.04926057081448658,0.0259614230667631,0.023432600255204744,297.2307692307692,10.452484770131095,274,310,299.0,9.0
92,0,12,13,12,720,0.030103874625918348,0.015991340634752358,0.004379759300892075,0.05506008973132697,0.029364458561273073,0.02213414376668224,246.46153846153845,12.506093189477893,218,267,248.0,14.0
93,0,12,13,12,720,0.038227257234009396,0.016034179949632018,0.013797035473928188,0.06431942105837603,0.041034752138713146,0.026308004292905574,294.15384615384613,7.852938243310871,279,308,294.0,9.0
94,0,12,13,12,720,0.04917718403236015,0.029880708561067254,0.004753941049842016,0.09172105429245464,0.04806534546828384,0.05739058925050513,273.9230769230769,14.445981812689105,251,302,273.0,20.0
96,0,12,13,12,720,0.021657852154455454,0.007712576711140597,0.011853671991877254,0.032987905524508955,0.02200147926075216,0.012660283767340623,211.53846153846155,5.7058052032777535,204,223,210.0,8.0
97,0,12,13,12,720,0.027349211707159007,0.016871918457579276,0.0021488802192239508,0.05463276272641488,0.02289310824901427,0.02164756984058745,277.53846153846155,16.77275897957704,260,321,272.0,19.0
98,0,12,13,12,720,0.02068770431045182,0.012689633628314094,0.008764498543921601,0.052096282980859956,0.017088082040154415,0.013253904631788304,264.6923076923077,11.390850683330935,249,288,261.0,12.0
99,0,12,13,12,720,0.04315047463918353,0.01787946502244953,0.013222829256675955,0.07144101894355012,0.043796058550617974,0.028352546764560095,256.3076923076923,11.268640047526146,242,283,253.0,14.0
101,0,12,13,12,720,0.03069130213897708,0.013978010346389876,0.009136498350337035,0.05995591388703182,0.026868061334206668,0.014988251043801616,189.58333333333334,9.23271658590014,174,208,188.0,10.5
103,0,12,13,12,720,0.02876744456504662,0.018000709858761125,0.007845969727311549,0.06545002013941072,0.02143110898401731,0.02760907738781483,283.53846153846155,17.225273848958036,252,313,288.0,20.0
105,0,11,12,11,660,0.08056883556822075,0.055808295183425435,0.01883630467530565,0.19313487689424108,0.061904284651780966,0.07109206215186423,206.45454545454547,12.844267461072674,187,229,201.0,18.5
106,0,11,11,11,660,0.11331715885512574,0.07459459042479603,0.0294069511442397,0.2795228234927834,0.0789605343936622,0.08563897450978394,268.0,26.272609310839304,243,309,253.0,50.5
107,0,12,13,12,720,0.0420471775796718,0.014192317154306125,0.014379118169315353,0.0628561550791923,0.04506718826425406,0.019840542594152077,338.15384615384613,10.420734905769907,315,360,339.0,12.0
108,0,12,13,12,720,0.032256412625369234,0.025363084878893036,0.00439007877994939,0.08510865196568478,0.023904575479265937,0.03672349587373445,270.6923076923077,16.922377607928667,242,312,268.0,15.0
109,0,12,13,12,720,0.027335666263469904,0.019755972459562683,0.003713182090421736,0.062311655222929876,0.019391193227549383,0.031292157401200685,217.46153846153845,6.033437400346948,205,225,218.0,8.0
110,0,12,13,12,720,0.032322219966700226,0.017942476788005438,0.0063395235779073866,0.060897535524295845,0.03570312595610123,0.02901657383003361,199.15384615384616,9.913829919291487,183,218,200.0,10.0
111,0,12,13,12,720,0.03302297474163988,0.016807769057044054,0.010140677560984702,0.06606688592527406,0.03546534493292969,0.025772668706952263,260.15384615384613,12.390108671815929,238,280,259.0,15.0
112,0,12,13,12,720,0.028576129372247544,0.016395421975987517,0.0032310277152852412,0.06343837742084692,0.02673296465731756,0.014622530056631819,194.84615384615384,3.859975166244424,187,201,194.0,6.0
113,0,12,13,12,720,0.033268908062167556,0.01534637866946173,0.014490390841996081,0.06437285536118316,0.03113596484854237,0.02746170511549183,223.76923076923077,4.079099564173185,218,231,224.0,3.0
114,0,12,13,12,720,0.018267426207031392,0.009304060133366827,0.005599192171284748,0.03422798833998387,0.01694627659086238,0.016429165415762635,313.2307692307692,3.6617323801267396,307,318,314.0,6.0
115,0,12,13,12,720,0.03232121018346435,0.01353522222533969,0.006045624959351931,0.05470129267564144,0.03453393529816262,0.017711333099683313,263.46153846153845,6.85694913786663,251,275,263.0,9.0
116,0,12,13,12,720,0.023799115002237328,0.01113698818742564,0.003857818763794113,0.040317570399207914,0.026518647144835747,0.01333804889642233,207.53846153846155,15.838683825540674,180,232,204.0,30.0
117,0,12,13,12,720,0.050509694624232666,0.027029273148570527,0.01661257302024648,0.08973410463644135,0.04783417438759538,0.05336102549470121,211.69230769230768,11.411091873763846,189,229,211.0,13.0
118,0,12,13,12,720,0.027495328262195706,0.01748427581273765,0.004916828411240147,0.05692389410051281,0.02277873536923372,0.030568039402653,198.15384615384616,4.9590035265495995,191,212,198.0,4.0
122,0,12,13,12,720,0.02690886008792508,0.012498191670395602,0.005535972441341692,0.04970706655270531,0.02626041119494254,0.012054518332737955,214.69230769230768,6.043236720431493,202,225,215.0,5.0
123,0,12,13,12,720,0.034631514330268044,0.02674424967958842,0.004921545247042311,0.08483935871529122,0.028145829137064857,0.04214165698623051,203.92307692307693,4.7952145770796,196,213,204.0,5.0
124,0,12,13,12,720,0.035650945395510385,0.021745833734940073,0.0024683366739546644,0.07150740300305268,0.03747926903789966,0.03321377957974203,248.84615384615384,9.694139021127494,234,269,248.0,10.0
125,0,3,4,3,180,0.0725903401621009,0.056538165335619374,0.009138251819318434,0.1464497508377432,0.062183017829241086,0.06865574950921238,252.25,5.2141634036535525,247,260,251.0,7.75
126,0,12,13,12,720,0.01745725467392711,0.009213249307839943,0.004039920963673747,0.03415523857184114,0.017352916641942478,0.015478662974099876,280.0769230769231,9.335305511555733,263,302,281.0,6.0
128,0,12,13,12,720,0.03294407581397914,0.014870788506901994,0.007182170847569721,0.0518411387595943,0.034162333650959685,0.024547457854449842,210.23076923076923,12.61350830324285,186,237,212.0,9.0
131,0,12,13,12,720,0.031271713778201725,0.018523084632114183,0.0071974454702755175,0.056773017371184425,0.035363918567306474,0.03495846926890446,235.15384615384616,14.606880116765598,212,262,235.0,18.0
132,0,12,13,12,720,0.06470257814407243,0.04503890724496381,0.0023449095710234716,0.14224217076782816,0.0582964052960793,0.0776749729081963,185.91666666666666,11.77892421045129,161,209,188.0,10.75
135,0,12,13,12,720,0.027559525453672146,0.01658565472351105,0.002826972414315793,0.06086011821497792,0.021690246405545538,0.024483340993833404,122.0,12.158673173226319,98,138,126.5,17.75
136,0,12,13,12,720,0.04928230855814497,0.03063093012179531,0.012846764549244867,0.10350614045790424,0.03545806858393431,0.04319957460826607,203.36363636363637,29.252110187356106,154,251,199.0,42.0
138,0,12,13,12,720,0.0822936251864946,0.056964847836100736,0.01613731102100137,0.17299634828767899,0.052129865942759354,0.09159624240403574,332.1666666666667,67.32363791583326,214,392,358.0,60.0
139,0,12,13,12,720,0.04010770104938049,0.01952212306997354,0.005041619448552272,0.0683194595402289,0.04448080448693609,0.027589174100613865,203.84615384615384,11.441127928837423,171,222,205.0,9.0
140,0,12,13,12,720,0.02057957103900197,0.010716015351768146,0.0011516923485846882,0.038943964527431256,0.019644306093960142,0.00984872841039064,33.75,2.0866640042581523,30,36,34.0,4.0
145,0,12,13,12,720,0.11393497066473061,0.06436682439287843,0.019979108899402968,0.22188232355439116,0.10791770980235,0.0944115715809513,305.44444444444446,56.17455159512696,208,357,334.0,94.0
146,0,12,13,12,720,0.028217687198528883,0.014333261025976188,0.008940933083503024,0.05523972925620589,0.028518530757020145,0.02102353977087116,158.53846153846155,6.558791922243755,149,172,157.0,8.0
147,0,3,4,3,180,0.058455276329274004,0.0037151851982312563,0.05348420099761786,0.062413976959944974,0.0594676510302592,0.004464887981163561,116.66666666666667,6.599663291074444,108,124,118.0,8.0
148,0,12,13,12,720,0.026409168919772682,0.015245368931076295,0.003707989628010201,0.0546604848738969,0.021500584856016854,0.02190468296308723,93.3076923076923,22.386069209992097,75,167,86.0,14.0
149,0,7,8,7,420,0.07124438643566372,0.015626918605069033,0.047412945245141266,0.09660345239642096,0.0714014332374484,0.021700912691822172,151.66666666666666,34.06692759195574,94,197,150.0,42.25
151,0,12,13,12,720,0.10295515548517814,0.06935685960078565,0.0158338162437761,0.1919910108848624,0.10082593077347946,0.12572113799065796,206.2,18.56771391421141,180,238,202.5,26.5
154,0,12,13,12,720,0.032845303456238546,0.01614006176866626,0.006899108982017673,0.05730371999921926,0.03334172554341274,0.026716891423978813,197.84615384615384,18.249746695170042,169,233,193.0,31.0
155,0,12,13,12,720,0.05190031217260079,0.024148307935357886,0.01742098889878321,0.08727034917193859,0.05646461029895452,0.034672939410851936,262.84615384615387,9.079530264418155,246,280,263.0,10.0
156,0,12,13,12,720,0.021214922186522864,0.009277354035179706,0.0052423162024286775,0.03867003685528745,0.02310433407977364,0.010756231874617939,110.3076923076923,27.325346406093693,66,157,110.0,40.0
157,0,12,13,12,720,0.02693439885468278,0.01912425380383325,0.0024318480690564675,0.0687660895542474,0.021265884102133287,0.029318259831193662,168.15384615384616,6.735053581491548,158,178,167.0,10.0
158,0,12,13,12,720,0.0371877554229468,0.017489569250461974,0.011439712151046551,0.07957403480863454,0.035199490906453766,0.017614492027162587,337.61538461538464,13.646856282328635,318,364,335.0,15.0
159,0,12,13,12,720,0.02626978411146731,0.0135035067427594,0.007549721010960216,0.05939620358306148,0.02668997284822374,0.016496644454491526,252.30769230769232,7.907003861082376,238,268,252.0,7.0
160,0,12,13,12,720,0.03814869655708721,0.02066592684671775,0.007813986572548103,0.08171763224960166,0.039625686282508676,0.021907477445216695,289.4166666666667,51.734028668007504,126,328,305.5,25.25
161,0,12,13,12,720,0.08388599976673365,0.06590999441225208,0.004988625284157504,0.2470759686679184,0.07445975660573516,0.08811079197326446,252.46153846153845,8.802232099918088,235,268,254.0,12.0
162,0,12,13,12,720,0.022167376116752322,0.01486022332094338,0.0006513888823555423,0.04420757549524454,0.016839943949431856,0.028021010714153752,322.61538461538464,12.282185107134525,302,340,320.0,21.0
164,0,12,13,12,720,0.061455130110738755,0.026497874806118545,0.022133104359312556,0.10358718269653878,0.06047249955306237,0.03831788772234879,197.76923076923077,22.205868407157066,146,243,194.0,20.0
166,0,12,13,12,720,0.03678993144238121,0.02099310863630553,0.00907993911838074,0.08724475493620823,0.035662541147926774,0.025120260766754353,429.6923076923077,9.562624481921715,408,445,429.0,8.0
167,0,9,8,9,540,0.06351614797726762,0.049652916945793664,0.014582813020591378,0.14866432265223614,0.046189507387950905,0.0630303542762096,127.0,59.3000843169721,55,214,119.5,76.5
168,0,12,13,12,720,0.04218816617756033,0.02729151023775619,0.008036180572590321,0.0948627760469372,0.03765192336986878,0.04592725468590476,277.72727272727275,67.4389837477228,150,336,311.0,68.5
173,0,2,3,2,120,0.09123365965514912,0.006963630783343562,0.08427002887180556,0.09819729043849268,0.09123365965514912,0.006963630783343569,-1.0,-1.0,-1,-1,-1.0,-1.0
176,0,12,13,12,720,0.025678759094046256,0.015161324004704393,0.002096762524343652,0.052595470736475115,0.027909516388416364,0.01887978194275628,50.76923076923077,9.814854097068665,35,67,52.0,15.0
178,0,11,12,11,660,0.13146739000504112,0.12467302167312808,0.028623368005547052,0.47314652796337725,0.07475081079213332,0.12755424243022084,269.3333333333333,44.85780001540671,210,361,266.0,22.0
180,0,2,3,2,120,0.05534889916888468,0.029042616812914427,0.026306282355970247,0.0843915159817991,0.05534889916888468,0.02904261681291443,143.0,9.0,134,152,143.0,9.0
182,0,11,12,11,660,0.041768745857350194,0.028046793764218446,0.004552925053977307,0.10927116823066925,0.03752859011534239,0.017267278404574052,149.2,29.009653565666724,93,187,155.0,34.25
185,0,12,13,12,720,0.040347933226069645,0.022919925715962713,0.007441961804685948,0.07770773661736947,0.04843274294626846,0.037532643546880656,120.15384615384616,9.08799845820472,105,140,118.0,8.0
187,0,12,13,12,720,0.02564048229490211,0.019846938861707276,0.0043453145612589355,0.07535206705877237,0.01619677407312709,0.026674309653543005,230.3846153846154,24.876737547474292,178,262,236.0,39.0
188,0,12,13,12,720,0.05202507499011272,0.02632770239697369,0.014986188970273361,0.09705798542779494,0.05903304896018846,0.043041863477955355,410.0,53.78447016350752,293,473,437.0,93.0
189,0,2,3,2,120,0.03813100374482632,0.004826431746262957,0.03330457199856336,0.042957435491089276,0.03813100374482632,0.004826431746262953,87.5,7.5,80,95,87.5,7.5
190,0,12,13,12,720,0.031179594336865023,0.02047984166743433,0.00557209689914268,0.08240734884167883,0.02930815694351451,0.027635669084656655,53.6,6.575712889109438,44,61,57.0,12.5
191,0,12,13,12,720,0.03535136871887879,0.012339907668612211,0.013101926128096577,0.053534326670432494,0.03652269530879797,0.01321584246806564,368.61538461538464,13.453843954787171,334,392,370.0,13.0
193,0,12,13,12,720,0.03275920500084844,0.01791853715298264,0.007604472981495717,0.06487151891380107,0.029091462868564833,0.01769555758710205,186.0,30.002563992996436,128,224,192.0,32.0
194,0,12,13,12,720,0.0691735827956564,0.024023187048400292,0.02465971127470934,0.10721162412748016,0.07119112573068649,0.02746959981688951,167.8181818181818,15.34937476854103,140,190,165.0,19.0
197,0,12,13,12,720,0.02183077679034061,0.014252734143210906,0.010514806300828732,0.0557826979758961,0.017289019806760696,0.0056340951728296226,249.3846153846154,15.469764363669396,224,272,245.0,23.0
198,0,11,12,11,660,0.1311063243436066,0.1038930284356279,0.00965069369515616,0.40660354404970206,0.13518672321283087,0.10341562472192334,200.0,7.0,190,214,199.0,7.5
199,0,12,13,12,720,0.020214342845771113,0.0074326111989075835,0.010844608667806031,0.037535530160133994,0.017849118380436013,0.008823655825328012,226.0,8.901166734241597,213,240,230.0,13.0
200,0,12,13,12,720,0.10316398752455158,0.06955093195255514,0.0076368677959809525,0.20440300836504793,0.10080098269543594,0.13353292428338945,219.375,5.56636101955308,210,226,219.5,9.5
201,0,12,13,12,720,0.025904333411824087,0.013854810874670795,0.003815227674872977,0.04763454701967832,0.026316765388428476,0.022198137582139253,270.61538461538464,12.325947999356488,251,293,268.0,18.0
