label,area,area_bbox,area_convex,area_filled,axis_major_length,eccentricity,equivalent_diameter_area,euler_number,extent,feret_diameter_max,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,perimeter,perimeter_crofton,solidity
1,958.0,1260.0,982.0,958.0,37.52961746391923,0.49843017375587073,34.92511251028815,1,0.7603174603174603,38.27531841800928,0.16094949849019913,0.0005211261538238536,4.3563421029666016e-06,2.4646297590188632e-08,2.431508987595291e-16,-5.4362299140150655e-11,-8.07219388153429e-15,113.98275605729688,110.7439459609286,0.9755600814663951
2,818.0,1080.0,843.0,818.0,35.37910092435352,0.5494806956515496,32.27243324562564,1,0.7574074074074074,36.6742416417845,0.16239630148699769,0.0008337778500127563,5.800956142763826e-05,3.186611576809138e-07,-1.1980069085098078e-12,-7.246656791664212e-09,-6.64738708174371e-13,105.74011537017762,102.9294325730528,0.970344009489917
3,619.0,780.0,634.0,619.0,30.374467969850667,0.5154179233112687,28.07374713484229,1,0.7935897435897435,31.32091952673165,0.1615630566749825,0.0006124230422577215,4.366748199289694e-05,3.214170210672405e-07,9.63178435194954e-14,5.071338509954176e-10,1.2002966567956554e-12,90.42640687119285,88.41112653184076,0.9763406940063092
4,569.0,744.0,585.0,569.0,31.02442447891899,0.6550082411171143,26.916041702938184,1,0.7647849462365591,31.78049716414141,0.16608924386709803,0.002057488867183031,5.1911013949587394e-05,7.772127300031401e-07,-7.921092607884717e-13,-7.1523929417209565e-09,-4.872770544183911e-12,87.84062043356593,85.95964726663392,0.9726495726495726
5,1187.0,1518.0,1217.0,1187.0,46.44029672505868,0.7082528138369957,38.875896640471694,1,0.7819499341238472,47.07440918375928,0.17015340492838563,0.0032448287033508038,0.00011838433249817247,3.899992203642507e-06,6.602355397880845e-11,1.7261159616512397e-07,-5.1607057895075886e-11,129.9827560572969,125.91289714442492,0.9753492193919474
6,460.0,575.0,473.0,460.0,27.84902363194579,0.6520136399434114,24.201036973199617,1,0.8,28.844410203711913,0.16595452864305088,0.0020068318764347908,4.8485550490655414e-05,9.922120910284094e-07,6.044818531406688e-12,3.31737099834523e-08,3.289637596736437e-12,78.52691193458118,77.12969791923302,0.9725158562367865
7,445.0,572.0,463.0,445.0,27.11958051004123,0.6349752052683946,23.803184606416586,1,0.777972027972028,27.85677655436824,0.1649446486299398,0.0017345984394572835,3.999421700288219e-05,4.6726751293078916e-07,-8.0129680330562e-13,-7.810527861474903e-09,-1.8542494337531434e-12,77.94112549695427,76.57433755196323,0.9611231101511879
8,608.0,825.0,632.0,608.0,34.593056300003425,0.758561400519797,27.823185353208192,1,0.7369696969696969,34.785054261852174,0.17524375531777361,0.005010390440074772,4.6467348461741085e-05,2.3059203384177068e-06,5.048916372080873e-12,7.479319386871714e-09,-2.3329247639115236e-11,93.84062043356593,91.64800396044505,0.9620253164556962
9,725.0,957.0,748.0,725.0,34.496809748022436,0.6305362877378408,30.38253889873249,1,0.7575757575757576,35.35533905932738,0.1643907269670753,0.0016635662381747256,3.396090331717222e-06,4.2675490811442854e-08,-1.470177948446454e-14,-1.4381075049018598e-09,-6.914008341621436e-15,99.49747468305833,97.01103808311402,0.9692513368983957
10,474.0,648.0,489.0,474.0,30.199579889355796,0.7422327521021779,24.566553364370574,1,0.7314814814814815,31.38470965295043,0.17426051789307034,0.00438901853062318,0.0002083145509377682,1.0570509383191091e-05,3.197317814049931e-10,3.398535515254233e-07,-3.7922620582033176e-10,81.59797974644665,80.04125277669516,0.9693251533742331
