label,area,area_bbox,area_convex,area_filled,axis_major_length,eccentricity,equivalent_diameter_area,euler_number,extent,feret_diameter_max,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,perimeter,perimeter_crofton,solidity
1,942.0,1280.0,970.0,942.0,39.43353841866346,0.5979082498649284,34.63223427878316,1,0.7359375,41.0,0.16946011766944152,0.0013603773946468786,0.0006744582147648543,1.3183859726179552e-05,1.0161894392173475e-09,3.3626368833966334e-07,-7.161759498815585e-10,116.5685424949238,113.19542522613544,0.9711340206185567
2,595.0,696.0,610.0,595.0,30.842212700341417,0.5905366482646341,27.524126309792685,1,0.8548850574712644,31.78049716414141,0.16499518443066793,0.0012142151126261654,4.7080488553127996e-05,7.937639769490857e-07,-3.3279555012560428e-12,-2.753388312988499e-08,3.5313740324962936e-12,91.1126983722081,89.06177167412505,0.9754098360655737
3,787.0,1050.0,814.0,787.0,34.11450586505207,0.5061721962677712,31.655007845624887,1,0.7495238095238095,35.22782990761707,0.16116753558771624,0.0005607380849256448,2.095882247104642e-05,1.0450907395867554e-07,1.541889107355859e-13,2.4585663301491437e-09,1.2227387036118065e-14,104.32590180780451,101.58867404238555,0.9668304668304668
4,575.0,744.0,602.0,575.0,30.849766320752714,0.6340244399415699,27.05758189903005,1,0.7728494623655914,31.575306807693888,0.1653089017835128,0.0017292423238687371,4.2974963501593965e-05,7.019668396530347e-07,-3.774621076235458e-12,-2.8644533678486122e-08,-7.856520889289209e-13,90.42640687119285,88.41112653184076,0.9551495016611296
5,1034.0,1365.0,1063.0,1034.0,39.01271812982445,0.4997848855157866,36.2840142384516,1,0.7575091575091575,40.311288741492746,0.16101388055596233,0.0005280514860342187,1.7518699745667308e-05,8.196795287101329e-08,7.389280283404996e-14,1.2329816097342303e-09,6.471308608479332e-14,118.81118318204308,115.32158192020015,0.9727187206020697
6,493.0,624.0,510.0,493.0,27.105270051800517,0.5058046703618867,25.05408341078227,1,0.7900641025641025,28.30194339616981,0.1624528387279931,0.000567822360405638,0.0001389849771975027,6.304318983794221e-07,5.898912893604334e-12,1.4315152138010898e-08,1.6470241894485907e-13,81.35533905932738,79.81121498056751,0.9666666666666667
7,930.0,1184.0,955.0,930.0,39.626659961915095,0.6542735059154717,34.41093978088511,1,0.785472972972973,41.340053217188775,0.16588386748670056,0.0020407102599116593,2.101265197457649e-06,6.209198027434212e-08,2.1028909186021275e-14,2.5818829509632745e-09,-7.797914169083543e-15,113.49747468305831,110.28387036867329,0.9738219895287958
8,785.0,1085.0,817.0,785.0,37.79805988294618,0.7006808969653563,31.614759885488656,1,0.7235023041474654,38.27531841800928,0.17165321315085458,0.0031187449888135884,0.00029536100552627546,7.816372584539836e-06,-3.755314848341747e-10,-4.358896127833905e-07,4.9747564907310076e-12,106.9116882454314,104.04015330759239,0.9608323133414932
9,715.0,910.0,737.0,715.0,36.32313028175058,0.7182051550678327,30.172276587716105,1,0.7857142857142857,36.76955262170047,0.17116993427619864,0.0035389554608831076,0.00010351583576252119,2.502919008920734e-06,-3.7911335295806194e-11,-1.3590237479161915e-07,-1.3632232978913562e-11,101.01219330881975,98.44708138879575,0.9701492537313433
10,844.0,1156.0,869.0,844.0,35.29913515067581,0.5011178322415643,32.78130832893156,1,0.7301038062283737,36.24913792078372,0.16137116712641386,0.0005368968192381599,3.9970498763903285e-05,1.5100178374957617e-07,3.4319082981420444e-13,3.150820356955774e-09,-1.4085950458545655e-13,107.39696961966999,104.50022889984768,0.9712313003452244
