label,area,area_bbox,area_convex,area_filled,axis_major_length,eccentricity,equivalent_diameter_area,euler_number,extent,feret_diameter_max,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,perimeter,perimeter_crofton,solidity
1,862.0,1152.0,890.0,862.0,35.75579483514429,0.5044240477836519,33.12902786925252,1,0.7482638888888888,37.64306044943742,0.16180781954548765,0.0005563068159508343,6.281437707856167e-05,4.134085117333993e-07,6.959784417975315e-13,-7.760452045704634e-10,1.9883953875068073e-12,109.1543289325507,106.16631000165708,0.9685393258426966
2,767.0,1054.0,792.0,767.0,35.580750267226186,0.6347150291698302,31.25019569237719,1,0.7277039848197343,36.71511950137164,0.16476197209505072,0.0017272087941806041,1.3732533983002143e-05,1.4963143255284054e-07,-1.2867073618324256e-13,-3.744105704386207e-09,1.7161101500946882e-13,103.15432893255071,100.47795330784595,0.9684343434343434
3,1129.0,1472.0,1165.0,1129.0,47.841662986687226,0.7699651252708029,37.91421166272614,1,0.766983695652174,47.80167361086848,0.1782954042887912,0.005642628257126424,0.00022108091297143106,1.1127052042717638e-05,5.345272430813943e-10,7.962018754007633e-07,1.3730903476516777e-10,130.5685424949238,126.46825751169473,0.9690987124463519
4,562.0,713.0,579.0,562.0,30.684424040806938,0.6479866993662895,26.749964937194992,1,0.788218793828892,31.575306807693888,0.16545041651040757,0.0019329635881940282,2.5611176563100287e-05,4.660771906579122e-07,-1.1513498423600854e-12,-1.5609921837266452e-08,-1.125787233816556e-12,87.01219330881975,85.17424910323648,0.9706390328151986
5,509.0,650.0,521.0,509.0,30.651841153111274,0.7113269189920144,25.45739437315213,1,0.7830769230769231,32.202484376209235,0.17235744153532132,0.003407436032977991,0.0003020677525037536,5.987411988241329e-06,-1.1468565765362411e-10,-2.258409787555076e-07,2.2734122533448732e-10,83.94112549695429,82.26269424577433,0.9769673704414588
6,469.0,650.0,483.0,469.0,29.404245352785605,0.722507007101674,24.436639426909572,1,0.7215384615384616,29.68164415931166,0.17029302994583,0.0036176184036427854,2.1889146665279998e-07,9.141793650543555e-09,-1.3265157166603327e-16,6.7977068557199324e-12,3.868293957065108e-16,79.84062043356595,78.37517167488576,0.9710144927536232
7,843.0,1064.0,866.0,843.0,39.37151486881965,0.7166616413823501,32.7618823667344,1,0.7922932330827067,41.6293165929973,0.17082492855130918,0.0034840952992915525,1.5200941042308014e-05,1.0604442161554677e-06,3.782212257410516e-12,5.240325384959161e-08,-1.955046115928424e-12,110.08326112068524,107.04699294006903,0.9734411085450346
8,664.0,891.0,690.0,664.0,33.47374161558682,0.6394975091837376,29.076297180076903,1,0.745230078563412,34.92849839314596,0.16780401836697934,0.0018603572148980375,0.00029245124824129834,3.314128105013166e-06,5.184258058037959e-12,1.3120930253083677e-08,1.030461451118308e-10,97.84062043356596,95.44024175631914,0.9623188405797102
9,598.0,775.0,618.0,598.0,32.452133535561764,0.6767173113050404,27.59342761875783,1,0.7716129032258064,32.89376840679705,0.16973243211909936,0.0025407376891575604,0.00019782929260990251,5.863175708471e-06,-1.558362074184583e-10,-2.4410732356807404e-07,1.2485604727092023e-10,92.18376618407356,90.07720763365015,0.9676375404530745
11,505.0,648.0,523.0,505.0,29.109926525644823,0.6460173182985028,25.357168021907675,1,0.779320987654321,30.528675044947494,0.16598121131591642,0.00191565967799107,6.927414231793877e-05,2.2128437366383643e-06,2.605551918456036e-11,9.581362829687508e-08,-8.46968500722163e-12,83.35533905932736,81.70733387850454,0.9655831739961759
12,906.0,1156.0,925.0,906.0,36.648797679511965,0.5007443580933653,33.96402549065787,1,0.7837370242214533,38.07886552931954,0.1620781341570281,0.0005397676153797126,0.00010745457095811384,2.5140029194412853e-07,1.1077024646065445e-12,3.930716206746531e-09,-6.930685010576165e-13,110.32590180780451,107.27703073619668,0.9794594594594594
13,1055.0,1330.0,1081.0,1055.0,39.34870634505271,0.4939654802176695,36.6506169074355,1,0.793233082706767,40.22437072223753,0.16106920606506475,0.0005009142091482727,1.0252410044030707e-05,3.053740535438782e-08,6.3454869154631776e-15,2.1733164536112557e-10,1.5864871041765198e-14,119.74011537017762,116.20226485861207,0.9759481961147086
