cellID,frame_id_T,area,area_bbox,area_convex,area_filled,axis_major_length,eccentricity,equivalent_diameter_area,euler_number,extent,feret_diameter_max,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,perimeter,perimeter_crofton,solidity,bbox-0,bbox-1,bbox-2,bbox-3,centroid-0,centroid-1,curvature_mean,curvature_std,curvature_min,curvature_max,curvature_frac_below_zero,realTime,frame_shape0,frame_shape1,track_pos0,track_pos1,number_1px_away,speed,speed_angle,N_frames_existence,directionality_ratio,displacement_norm_from_origin,displacement_norm_from_origin_squared,path_distance_from_origin
8,1,2419.0,3127.0,2476.0,2419.0,58.467921777857796,0.42597315974893263,55.497445515215915,1,0.7735849056603774,61.40032573203501,0.16062160512342666,0.00025685490795688886,4.737671503862478e-05,2.9157657958755907e-07,6.013359388927632e-13,2.2133491797169955e-09,-9.015617078260001e-13,183.92388155425118,177.05229085980918,0.9769789983844911,203,252,262,305,231.214964861513,278.8532451426209,-6.883026999083137,7.528338507341943,-31.851090905419568,-0.030054794540424423,1.0,1,349,639,231.214964861513,278.8532451426209,1.0,2.936325699186978,222.95971310667625,11.0,1.0,4.020279486943001,16.162647153134678,4.020279486943001
10,1,2473.0,3306.0,2589.0,2473.0,61.722437253651286,0.5522015348074616,56.11346891905772,1,0.7480338777979432,63.00793600809346,0.16320391030759554,0.0008619349817604408,3.079878879832452e-05,2.843856062014205e-07,8.411850001712794e-15,5.1313141303024025e-09,8.416015831003329e-13,190.30256121069152,183.2960079208901,0.95519505600618,182,403,240,460,209.87585928022645,431.99919126566925,-5.667283654021109,5.7479055167549715,-24.29033660358029,1.924280425860911,0.8604651162790697,1,349,639,209.87585928022645,431.99919126566925,1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
11,1,2315.0,3050.0,2354.0,2315.0,62.825036096145396,0.664810799929758,54.2913395125033,1,0.759016393442623,64.25729530566937,0.16602343064275027,0.002218100885118173,2.438899033524571e-06,5.9053482533112823e-08,1.490157341004201e-14,1.6504413655927214e-09,1.673932970302322e-14,179.33809511662426,172.7046926966653,0.9834324553950722,206,343,256,404,230.12483801295897,373.00086393088554,-5.223811626775716,3.8653833102883826,-15.85987283455216,-1.6645741824889615,1.0,1,349,639,230.12483801295897,373.00086393088554,1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
2,2,2097.0,2700.0,2143.0,2097.0,60.85614200091464,0.6917401350093569,51.67188137962113,1,0.7766666666666666,61.39218191268331,0.16794269449608298,0.002789669393040542,1.4707827033193904e-05,3.6516653582075307e-07,2.0430014801013589e-13,2.6370643198770026e-09,8.212430796320046e-13,173.19595949289334,166.88158298174102,0.9785347643490434,182,116,242,161,210.8750596089652,137.69384835479255,-8.702184684611504,5.060600372855201,-21.630165439180026,-2.657922877514054,1.0,2,349,639,210.8750596089652,137.69384835479255,0.0,2.4424440324333285,43.823434985747745,9.0,0.7947282752936995,6.2905840685655,39.57144792369008,7.91538978053946
3,2,2333.0,2912.0,2382.0,2333.0,58.519102319712815,0.4930038447009244,54.50199865938069,1,0.8011675824175825,60.03332407921454,0.16118302492122766,0.0004971900210573009,2.0146299863575766e-05,1.7246130784789192e-07,1.860337807395298e-13,2.753106013870964e-09,2.621676477978566e-13,179.4386001800126,172.79997747167982,0.9794290512174643,252,188,304,244,277.96999571367337,215.30818688384056,-6.654702404996406,5.941188819911275,-25.24464893748848,0.7208706277012915,0.9512195121951219,2,349,639,277.96999571367337,215.30818688384056,0.0,1.7677875693081915,198.83424780847514,11.0,0.8138564336381809,6.8485183665550355,46.90220381704165,8.414897374393314
5,2,2335.0,3016.0,2384.0,2335.0,57.37055635814536,0.42670617094057023,54.525354991568875,1,0.7742042440318302,59.033888572581766,0.16015719853797578,0.0002573109127391613,8.418408821322445e-06,2.005103946468799e-08,-5.785796598156144e-15,-2.2064517867148943e-10,-5.864192230928418e-15,179.6812408671319,173.03001526780744,0.9794463087248322,254,288,306,346,279.5289079229122,316.2946466809422,-7.107879796856663,4.256648627598713,-16.943878090673987,-3.5622427587419443,1.0,2,349,639,279.5289079229122,316.2946466809422,0.0,1.5742461166549648,2.2054816132034167,11.0,0.608129670712454,5.380542216225387,28.9502345405836,8.847689029745606
8,2,2104.0,2695.0,2145.0,2104.0,54.503250171415466,0.42823348599012895,51.758052534101225,1,0.7807050092764378,56.089214649520635,0.16030321724647578,0.0002618669351124012,9.315941281873978e-06,2.9508649971126262e-08,-2.8380342457365745e-15,-2.502642268751361e-10,-1.5209153246100716e-14,170.02438661763952,163.8747433492644,0.9808857808857809,203,253,258,302,229.06606463878327,276.8521863117871,-7.800243362212836,4.513613835721055,-19.546628122374507,-1.9835925561237016,1.0,2,349,639,229.06606463878327,276.8521863117871,0.0,4.006192108630927,216.83021690535378,11.0,0.37476120058844264,2.607065711573857,6.7967916244641025,6.956605186129979
12,2,2377.0,3150.0,2433.0,2377.0,64.2391355215711,0.6787237936997274,55.01354740275782,1,0.7546031746031746,64.76109943476871,0.16702561393553422,0.002498461837217653,9.959815188479068e-07,1.5790224501951886e-08,1.1891648648337023e-15,3.586974536150763e-10,-1.5833703435429795e-15,185.92388155425118,178.94840975774622,0.9769831483764899,203,343,253,406,227.6344131257888,373.70845603702145,-4.195527450316065,3.893465472764698,-14.862283186061012,0.7192252319878653,0.9024390243902439,2,349,639,227.6344131257888,373.70845603702145,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
13,2,2269.0,2968.0,2353.0,2269.0,61.23683745643194,0.6305831847446446,53.74923745509404,1,0.764487870619946,63.60031446463138,0.16551312466205012,0.0016869864722883787,2.5342014671452918e-05,4.816125478821667e-07,1.2081054829583043e-12,1.649365255305986e-08,-1.1710876403110118e-12,186.4386001800126,179.82909269615817,0.964300892477688,182,408,238,461,209.07227853680035,433.5059497576025,-5.785956627681079,5.433276956627831,-23.08622325358062,0.12455074097946167,0.9795918367346939,2,349,639,209.07227853680035,433.5059497576025,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
2,3,2106.0,2760.0,2153.0,2106.0,60.25784724020646,0.6732243545389555,51.782646525764335,1,0.7630434782608696,61.0,0.16667648198165028,0.002385267131956809,6.739215242005707e-06,1.8342272591192178e-07,1.7423045530061819e-13,7.776327990660401e-09,1.059802698823656e-13,172.8528137423857,166.5562604105989,0.9781699953553181,183,117,243,163,212.6372269705603,139.38509021842356,-5.8989649785667275,4.186675097576508,-17.400423823281038,-1.1153076728087623,1.0,3,349,639,212.6372269705603,139.38509021842356,0.0,4.889380490303202,53.43498367567956,9.0,0.6750592614889868,6.9921516444110665,48.89018461844038,10.357833812972789
3,3,2358.0,3024.0,2406.0,2358.0,59.376173768427655,0.51884428114997,54.793237233124984,1,0.7797619047619048,60.90155991434045,0.161736362940763,0.0006328042712724761,2.3470535816871284e-05,2.1206832716831462e-07,4.718089809323632e-13,5.321598323301656e-09,-3.525409822550259e-14,179.68124086713192,173.03001526780744,0.9800498753117207,249,187,303,243,276.29686174724344,214.73748939779475,-5.9872578780997,5.129479835309548,-21.02580710165586,0.8637330389234752,0.9285714285714286,3,349,639,276.29686174724344,214.73748939779475,0.0,3.591026632048999,172.2313417069223,11.0,0.8312637743960086,8.464497119786722,71.64771149087773,10.182684943701506
5,3,2314.0,2915.0,2356.0,2314.0,56.815887898197154,0.4060248957287526,54.27961225466857,1,0.7938250428816467,58.60034129593445,0.16000234799866692,0.00020659660081572632,1.262685500623628e-06,1.3486824777676916e-09,-4.9585449965969e-17,-1.1462485615371066e-11,2.5275997363098934e-17,178.0243866176395,171.45921894101255,0.9821731748726655,255,289,308,344,281.1019878997407,316.3552290406223,-7.407681088225592,7.865854045190076,-33.94106456572089,-1.4770106144589192,1.0,3,349,639,281.1019878997407,316.3552290406223,0.0,2.945325742854177,54.80510088810394,11.0,0.5649788066465747,5.88817248196139,34.67057517732736,10.421935146400571
8,3,2170.0,2907.0,2222.0,2170.0,56.26937622163477,0.4849118027281465,52.56357876015772,1,0.7464740282077743,58.249463516842795,0.16094403264022156,0.00045981167047406827,9.922661546978267e-06,9.638848696043738e-08,8.395177832006486e-14,1.902585675005653e-09,-4.287242552556652e-14,175.09545442950497,168.68241710466356,0.9765976597659766,199,249,256,300,225.85944700460828,274.45069124423964,-7.39692833747612,7.760969565191447,-32.131352527153396,-1.0522831516069926,1.0,3,349,639,225.85944700460828,274.45069124423964,0.0,3.5621180998119226,257.32226771686476,11.0,0.44747865501063167,4.905617788613801,24.065085887964162,10.962797294760906
14,3,382.0,760.0,422.0,382.0,39.741893913460686,0.9475193630992761,22.05396803500069,1,0.5026315789473684,39.84971769034255,0.2848242490424981,0.053824489927249836,0.0007269564829844992,8.003319395833694e-05,-6.235281373284563e-09,-1.0358710992923248e-05,1.8269824426128797e-08,93.84062043356595,91.64800396044505,0.9052132701421801,224,420,244,458,234.14921465968587,439.6178010471204,-0.13269175704914898,1.30596280693133,-2.505943062827566,2.7067122221839246,0.53125,3,349,639,234.14921465968587,439.6178010471204,1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
15,3,356.0,851.0,387.0,356.0,42.7026759642087,0.9667049709194423,21.290215544369623,1,0.418331374853114,42.05948168962618,0.3411034518893738,0.08950683689037357,0.0017287743062030132,0.0010455441282883466,1.403960193554075e-06,0.00030889425351371825,-6.926599245493297e-08,94.32590180780451,92.10807955270036,0.9198966408268734,214,417,237,454,224.23314606741573,436.7022471910112,-3.895446349554704,3.1472613655746664,-13.270308393186347,-0.45798459140016057,1.0,3,349,639,224.23314606741573,436.7022471910112,2.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
16,3,2226.0,2835.0,2273.0,2226.0,63.48026697105186,0.7099265078760163,53.23749831256604,1,0.7851851851851852,63.953107821277925,0.1692642354010635,0.003251758342334685,3.718808366365848e-06,1.1764998005898837e-07,6.85061702676553e-14,5.369467701576679e-09,-3.691631195474738e-14,178.02438661763952,171.45921894101258,0.9793224813022438,209,338,254,401,231.2978436657682,369.2650494159928,-5.131826361921949,4.224171224886988,-17.244276404165284,0.2565046373449136,0.9736842105263158,3,349,639,231.2978436657682,369.2650494159928,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
17,3,1468.0,2352.0,1641.0,1468.0,47.75854300718217,0.4894159856366522,43.23327019404407,1,0.6241496598639455,52.43090691567332,0.17095634348423175,0.0005410343034721575,0.0006380517069211341,2.287058774512623e-05,-1.9353639643156197e-09,-5.219998718190098e-07,-1.971607485403647e-09,161.1959594928933,155.5048695941188,0.894576477757465,184,408,233,456,204.22138964577655,428.6900544959128,1.935537754580693,2.571138416105043,-1.9770233985792305,9.574181123044323,0.21428571428571427,3,349,639,204.22138964577655,428.6900544959128,1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
2,4,2140.0,2806.0,2184.0,2140.0,61.24571789685365,0.6859402627250991,52.198971500722585,1,0.7626514611546685,61.66036003787198,0.16755723952138823,0.0026569329104536247,1.2404387066791611e-05,2.972681609731929e-07,1.561812991828551e-13,3.9275850563154675e-09,5.49053260324845e-13,175.095454429505,168.68241710466359,0.9798534798534798,186,121,247,167,215.55,143.3121495327103,-7.821944379783058,7.371713402318725,-31.102978170297273,-0.7375061663305675,1.0,4,349,639,215.55,143.3121495327103,0.0,2.5936612315121987,15.526086104382479,9.0,0.6316485031134871,9.630880091314829,92.75385133328433,15.24721430327599
3,4,2454.0,3127.0,2507.0,2454.0,60.56235258501304,0.5188936595419448,55.897494065298574,1,0.7847777422449632,62.177166226839255,0.16167583616320258,0.0006326089370550203,2.6392407960245105e-05,2.7145421767332095e-07,4.861508649003188e-13,4.8503330404925365e-09,5.399797823392185e-13,185.4386001800126,178.48833416549093,0.9788591942560829,246,186,299,245,272.73879380603097,215.22290138549306,-6.76622360009413,4.427267057869561,-17.247419619649765,-1.7780856024771265,1.0,4,349,639,272.73879380603097,215.22290138549306,0.0,2.3270733568220674,223.24006556849793,11.0,0.8125205506224208,11.191423713643212,125.24796473829564,13.773711575750506
5,4,2245.0,2964.0,2294.0,2245.0,56.37419906363549,0.4332497166618431,53.46421960461445,1,0.7574224021592443,57.87054518492115,0.16034420092990803,0.0002758049346560904,1.745224895256513e-05,3.1721444275048736e-08,2.357105747048226e-14,4.749165215419406e-10,1.214855187689911e-15,176.50966799187808,170.0231756353308,0.9786399302528335,258,291,310,348,282.79955456570156,318.7621380846325,-6.543892133806269,4.219544182010336,-16.851297453499715,-2.3222264567737345,1.0,4,349,639,282.79955456570156,318.7621380846325,0.0,2.2988466650549655,347.089654330506,11.0,0.6580508861391957,8.7963378734279,77.37555998350207,13.367260889254748
8,4,2034.0,2700.0,2074.0,2034.0,54.330040136177146,0.47662669263205387,50.88977533838523,1,0.7533333333333333,56.08029957123981,0.1607960873464258,0.0004245527744310187,1.0302883133533661e-05,5.961725661038588e-08,2.050307016387289e-14,2.533123608661784e-10,-4.198487434404806e-14,167.095454429505,161.09794151291544,0.9807135969141755,199,246,253,296,225.07767944936086,270.9754178957719,-6.338316594715262,4.91611401104457,-20.8180078215063,-0.41785068670597547,1.0,4,349,639,225.07767944936086,270.9754178957719,0.0,3.686252522687242,3.9879619295123807,11.0,0.4732128457133219,6.873376547611046,47.24330516524954,14.524915394572828
18,4,1131.0,2070.0,1344.0,1131.0,50.00226275953115,0.7223018126898704,37.94777892176918,1,0.5463768115942029,51.31276644267,0.20424595133001114,0.0051959896317001686,0.003244405419289734,0.00026274519493254704,-1.4314347453109582e-07,-1.6469049914388857e-05,-1.9585452999282607e-07,153.46803743153546,148.57103914465492,0.8415178571428571,186,409,231,455,203.17418213969938,427.2307692307692,-3.5577252917804856,8.006572423197294,-30.614290256802008,10.221486466259961,0.7083333333333334,4,349,639,203.17418213969938,427.2307692307692,2.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
19,4,2129.0,2760.0,2172.0,2129.0,61.959556237762975,0.707002480330791,52.064642424020946,1,0.7713768115942029,62.03224967708329,0.16906546901944494,0.0031734061272300127,3.0028015879458442e-06,8.714704437427703e-08,-1.8315338346698307e-14,-2.2772331086256055e-09,-4.0644130632586934e-14,174.61017305526642,168.22234151240826,0.9802025782688766,206,337,252,397,228.24847346171913,366.0150305307656,-5.006293853354987,4.76829052105251,-20.096037683216508,-0.09360960185894641,1.0,4,349,639,228.24847346171913,366.0150305307656,0.0,-1.0,-1.0,2.0,1.0,51.40757120169672,2642.738376857518,51.40757120169672
20,4,263.0,416.0,286.0,263.0,28.25341224486366,0.9028681051742783,18.29923496393627,1,0.6322115384615384,28.231188426986208,0.2247614497076566,0.02391274366090288,0.0004009538823385754,4.088641525822817e-05,1.99488432621552e-09,7.778110732497962e-07,4.839994338519522e-09,69.1126983722081,68.2044637968176,0.9195804195804196,211,424,227,450,217.74144486692015,435.8783269961977,-2.164912583019205,1.5895253019197964,-6.2387725775249345,-0.2927879513030758,1.0,4,349,639,217.74144486692015,435.8783269961977,2.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
21,4,601.0,858.0,644.0,601.0,41.79218823748847,0.8929082458008661,27.66255531193445,1,0.7004662004662005,40.80441152620633,0.2184532180106613,0.020970986978518128,0.0003769645867968077,2.8926111698923843e-05,-2.5311744039697707e-09,-3.720614624686366e-06,1.6482871513247484e-09,106.08326112068524,103.25475514419493,0.9332298136645962,222,413,244,452,233.0765391014975,432.9600665557404,-0.51743846311147,0.9146014425468737,-2.9650095588189442,0.9250885363669986,0.6363636363636364,4,349,639,233.0765391014975,432.9600665557404,2.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
2,5,2183.0,2989.0,2230.0,2183.0,62.669888900410164,0.7047948323063798,52.72079216169708,1,0.7303445968551355,63.071388124885914,0.16903609799493843,0.0031198887406606716,1.240469071754595e-05,3.731545685782835e-07,7.410600845178603e-13,1.9449245514541665e-08,3.088259162038084e-13,176.75230867899737,170.25321343145845,0.9789237668161435,188,119,249,168,218.04901511681172,144.00641319285387,-4.7725283058357695,4.24227593529629,-17.172040828047763,-0.1421118135619434,1.0,5,349,639,218.04901511681172,144.00641319285387,0.0,2.6759330461817457,325.9012677927086,9.0,0.6845559953930697,12.213078310400793,149.15928181598227,17.84087553478819
3,5,2618.0,3416.0,2668.0,2618.0,61.31748804031945,0.4566319359647023,57.735094423726856,1,0.7663934426229508,63.90618123468183,0.16080250610367958,0.0003502864179103624,3.1161778123641925e-05,1.8650503651282936e-07,3.802258516797492e-13,2.5468545333047146e-09,2.3997436163278194e-13,190.75230867899734,183.52604571701775,0.9812593703148426,243,184,299,245,271.04354469060354,213.6287242169595,-5.462408950292487,3.5362404552865923,-14.203654251826746,-1.5973461924762762,1.0,5,349,639,271.04354469060354,213.6287242169595,0.0,1.9869246285598918,258.470437717163,11.0,0.8344763179957987,13.435723727375395,180.51867207835818,16.100784932572573
5,5,2358.0,3021.0,2404.0,2358.0,56.82247477096002,0.3660611340823294,54.793237233124984,1,0.7805362462760675,58.872744118140105,0.1596937684587759,0.0001315126395738883,2.423824522500445e-06,2.9340551571159935e-09,1.9251995411707205e-16,2.3046557852030136e-11,-1.554279688485098e-16,179.92388155425118,173.2600530639351,0.980865224625624,259,290,312,347,285.04028837998305,318.2485156912638,-7.239808564173446,4.964726012231282,-19.37527693592074,-2.2422638779240587,1.0,5,349,639,285.04028837998305,318.2485156912638,0.0,2.038140659404639,75.13807450079592,11.0,0.6156458303624484,9.644773793820429,93.0216615339653,15.666107554309713
8,5,2347.0,3080.0,2390.0,2347.0,59.161323420006454,0.5174188125399324,54.66528342095582,1,0.762012987012987,60.207972893961475,0.1614582427511599,0.0006226646879834692,1.7306226677516072e-05,8.036051322244816e-08,-7.018214883360082e-14,-1.2444947485727304e-09,6.36834818125771e-14,179.92388155425118,173.2600530639351,0.9820083682008368,202,244,258,299,228.7550063911376,271.23178525777587,-5.732832568772867,4.510682130632842,-17.437056246469734,-1.5100397152137366,1.0,5,349,639,228.7550063911376,271.23178525777587,0.0,4.313355857310995,60.7023833545735,11.0,0.22731629243288898,4.139695171824336,17.137076115625717,18.21116791726007
22,5,1015.0,1620.0,1260.0,1015.0,48.61026223123694,0.7604682390445885,35.949104827605794,1,0.6265432098765432,46.84015371452148,0.2068589034367284,0.007080503269629982,0.0018434781582758212,0.0001934466983813638,-8.385803703424635e-08,-9.413238873245346e-06,-7.945397161691667e-08,153.5746391493337,149.26115253303786,0.8055555555555556,208,409,244,454,226.68275862068967,430.82068965517243,-5.5596436862779655,9.24939872049837,-28.05730664489051,10.445236750798653,0.6923076923076923,5,349,639,226.68275862068967,430.82068965517243,1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
23,5,2163.0,2867.0,2220.0,2163.0,62.562743043570336,0.7091805149431898,52.478730312976865,1,0.7544471573072898,62.81719509815764,0.16931488420278035,0.0032354694413853345,3.4901037202147e-06,1.3625564413549584e-07,8.88114263618543e-14,6.696555473809552e-09,-3.0681163061125796e-14,179.26702730475878,173.03001526780747,0.9743243243243244,207,334,254,395,230.13684697179843,364.09153952843275,-4.89358448730226,4.521152545721047,-18.37756259300406,-0.597030840276305,1.0,5,349,639,230.13684697179843,364.09153952843275,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
24,5,817.0,1056.0,858.0,817.0,33.006581778350764,0.23885009888647932,32.252700786889584,1,0.7736742424242424,35.510561809129406,0.1619275805668249,2.2605797068820432e-05,0.00018388325229238723,3.6101966128611484e-07,-2.4751729300005834e-12,-1.6510341020709183e-09,1.5893024032924265e-12,110.08326112068522,107.046992940069,0.9522144522144522,181,413,213,446,197.4418604651163,428.374541003672,-8.528880003077973,7.257715053897727,-28.36054087885108,-0.8516355993089404,1.0,5,349,639,197.4418604651163,428.374541003672,1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
2,6,2167.0,2940.0,2201.0,2167.0,63.050522793538406,0.7188776486800508,52.527231922509465,1,0.7370748299319728,64.07807737440318,0.1700601576064825,0.0035108874137413136,1.4164419114368214e-05,6.092125841425942e-07,1.3839982875119545e-12,2.5881902923331814e-08,1.1345344438008102e-12,174.75230867899737,168.35709453352143,0.9845524761472059,191,118,251,167,220.26488232579604,142.50622981079835,-4.676907910053712,3.6396492304583212,-13.911083319347128,-0.9201972980138164,1.0,6,349,639,220.26488232579604,142.50622981079835,0.0,2.7277246370788384,346.75604458589305,9.0,0.6938743723181476,14.236087676092101,202.6661923213814,20.516808580969936
3,6,2452.0,3127.0,2502.0,2452.0,59.336934255508325,0.45978461993758635,55.874711307447654,1,0.7841381515829869,61.032778078668514,0.160517551081448,0.0003599459389550955,5.474945230827326e-06,2.793343423074039e-08,1.0591888455059896e-14,5.235482335586318e-10,-2.6725943755095678e-15,184.26702730475878,177.37761343095133,0.9800159872102319,245,183,298,242,270.6464110929853,211.68189233278957,-6.609325923487524,5.083984481323254,-20.60440497091762,-2.2918879121009925,1.0,6,349,639,270.6464110929853,211.68189233278957,0.0,2.100971795828574,274.4054084819651,11.0,0.8188388255990924,14.810918854815181,219.36331732391983,18.087709561132463
