label,area,area_bbox,area_convex,area_filled,axis_major_length,eccentricity,equivalent_diameter_area,euler_number,extent,feret_diameter_max,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,perimeter,perimeter_crofton,solidity
1,851.0,1110.0,874.0,851.0,36.76172398297598,0.5935913197199859,32.91696906717907,1,0.7666666666666667,37.8549864614954,0.16353359618329957,0.0012230228191489666,4.921182280110088e-05,6.963366218485666e-07,4.072414187955458e-12,2.4215523226566107e-08,-1.7739384595263527e-13,107.74011537017762,104.82555147098984,0.9736842105263158
2,1052.0,1406.0,1080.0,1052.0,37.932943864139254,0.3610614855533035,36.59846992787254,1,0.748221906116643,39.81205847478876,0.15982845880814206,0.00012419937406196613,6.407981901295074e-06,4.4443161470608385e-09,-7.437798813750485e-16,-9.133439730724125e-12,9.648358997637765e-17,119.63961030678928,116.10698008359759,0.9740740740740741
3,973.0,1248.0,998.0,973.0,38.470440410692994,0.5463128598412924,35.197472594311556,1,0.7796474358974359,39.6232255123179,0.16175742804822069,0.0008050237279274947,5.728219122875449e-07,4.558455838357559e-09,-6.254038065609276e-17,-4.468488133463214e-11,2.243832375792307e-16,115.1543289325507,111.8546666954682,0.9749498997995992
4,652.0,832.0,670.0,652.0,33.06680217010564,0.6455059849641085,28.812361638146328,1,0.7836538461538461,34.0147027033899,0.16595336713850983,0.0019073690218665248,9.816111621003686e-05,1.7933399473041043e-06,4.936942751265462e-12,1.2750946605560208e-08,-2.3275978587095644e-11,94.42640687119285,92.20336432771484,0.9731343283582089
5,467.0,621.0,487.0,467.0,28.220266919212886,0.6640366915787371,24.384480051691096,1,0.7520128824476651,29.154759474226502,0.16616780511478707,0.002208711796815536,5.960102723933092e-06,8.836981751044323e-08,-5.759686525913377e-14,-4.0499925888350345e-09,-2.8207561990270276e-14,80.18376618407358,78.70049424602792,0.9589322381930184
6,702.0,868.0,719.0,702.0,33.06442712695271,0.5724429989326295,29.896724911001275,1,0.8087557603686636,34.48187929913333,0.1627726525048787,0.001017322883517555,2.8509724979932323e-05,4.4925964188411966e-07,1.3396245549474619e-12,1.1977162181031115e-08,8.891305169673595e-13,97.01219330881976,94.65484359292168,0.9763560500695411
7,516.0,725.0,537.0,516.0,30.197708336489427,0.6838770679058046,25.631847476983474,1,0.7117241379310345,30.886890422961002,0.16924877538152944,0.0026685094197655274,0.0001928693909824107,3.5979769666718888e-06,-9.473478630753008e-11,-1.8570831637146698e-07,2.944969784909961e-12,85.84062043356595,84.0635283686969,0.9608938547486033
8,820.0,1110.0,855.0,820.0,36.67409304945166,0.614563433043213,32.31186201200472,1,0.7387387387387387,37.33630940518894,0.1663103408250025,0.0014991211230473724,0.00022046986956926476,4.506913201305238e-06,-1.2081626263751159e-11,-2.7086418179565124e-09,1.4155241347450286e-10,108.32590180780451,105.38091183825964,0.9590643274853801
9,899.0,1225.0,932.0,899.0,38.94917232788858,0.6533983972377913,33.83256346653194,1,0.7338775510204082,39.824615503479755,0.16590710628944236,0.0020274298849803944,3.6466679204771255e-05,5.729764656186021e-07,-7.745937224075762e-13,-1.00948884416591e-08,2.5019447254251063e-12,113.15432893255071,109.95854779753115,0.9645922746781116
10,705.0,1152.0,733.0,705.0,41.7742071627113,0.852460432206707,29.96053869739811,1,0.6119791666666666,41.617304093369626,0.19698896376703798,0.012638967144661244,0.0003036470451193315,1.8114608255884198e-05,-7.58383467062667e-10,-1.319036340245078e-06,-1.108948132787508e-09,106.22539674441617,103.3895081653081,0.9618008185538881
