label,area,area_bbox,area_convex,area_filled,axis_major_length,eccentricity,equivalent_diameter_area,euler_number,extent,feret_diameter_max,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,perimeter,perimeter_crofton,solidity
1,788.0,1015.0,810.0,788.0,35.38426101636629,0.595724130810282,31.675112647807715,1,0.7763546798029557,36.40054944640259,0.16336903011468507,0.0012420208568046489,3.741451736680388e-05,5.257141354401903e-07,2.289308733386465e-12,1.8041607661283576e-08,-4.4179913203727904e-13,103.49747468305831,100.8032758789881,0.9728395061728395
2,1048.0,1332.0,1071.0,1048.0,38.70461306542394,0.44914716508190566,36.52882482208332,1,0.7867867867867868,40.718546143004666,0.16065650951184804,0.00032482020888000804,2.958516808652898e-05,5.2182645781130946e-08,5.875989681499712e-14,7.267727157320214e-10,2.7407554385339076e-14,118.5685424949238,115.09154412407248,0.9785247432306255
3,512.0,702.0,535.0,512.0,29.292856387130797,0.6357314239441266,25.532305945691693,1,0.7293447293447294,30.528675044947494,0.16715691983699799,0.0017920978474779137,0.0002616424219865366,4.324562618887817e-06,4.09052268253255e-11,1.969499537000068e-09,-1.3959832179962076e-10,85.01219330881975,83.27813020529943,0.9570093457943926
4,931.0,1225.0,956.0,931.0,39.460088582794974,0.6472152834686123,34.42943531556155,1,0.76,40.496913462633174,0.1652757689404817,0.001917290644413694,1.2991598634329593e-05,2.0854322194757552e-07,-1.235929753951691e-13,-4.619049559471046e-09,3.2023960945306965e-13,113.15432893255071,109.95854779753115,0.9738493723849372
5,641.0,825.0,662.0,641.0,33.31267108648568,0.6718581867554096,28.568278705151968,1,0.776969696969697,34.48187929913333,0.16756449454387842,0.002385570507317557,0.00010842187640256473,2.731764655756969e-06,-1.9447914498693227e-12,-2.6055935866322284e-08,-4.697334446925666e-11,93.84062043356593,91.64800396044504,0.9682779456193353
6,516.0,667.0,533.0,516.0,30.271585581419526,0.6924274548871175,25.631847476983474,1,0.7736131934032984,30.463092423455635,0.168771732596105,0.0028320337596495046,4.4229943997617644e-05,1.041694629566457e-06,-3.519753230122042e-14,8.737820282340815e-09,-7.0707169416066894e-12,84.18376618407356,82.492732041902,0.9681050656660413
7,594.0,750.0,613.0,594.0,32.31141224291248,0.6855824117164843,27.500987065425246,1,0.792,33.61547262794322,0.1680700332425213,0.002665935117403994,3.7752483784264514e-05,8.526782176810245e-07,1.6408681435970297e-12,-2.4849187128899465e-09,4.551059398099673e-12,90.76955262170047,88.7364491029829,0.9690048939641109
8,810.0,1085.0,836.0,810.0,36.540855522862984,0.6339743322493545,32.11423409074988,1,0.7465437788018433,37.21558813185679,0.164645550493846,0.0017147133984852028,1.7999152228622562e-05,3.112551518639338e-07,-1.1496375721158075e-13,-3.2321983197626865e-09,-7.276920114494701e-13,105.74011537017762,102.9294325730528,0.9688995215311005
9,935.0,1170.0,965.0,935.0,39.78230066546129,0.6561162275401646,34.503318308930474,1,0.7991452991452992,40.52159917870962,0.16603998988867605,0.002074051381139906,1.4481040020313248e-05,3.3300042051960635e-07,-3.402110332150183e-14,-3.3367619448361023e-09,-7.304601357473149e-13,114.66904755831213,111.3945911032129,0.9689119170984456
10,710.0,1020.0,746.0,710.0,36.59472357557358,0.7272994461928436,30.066594033278285,1,0.696078431372549,37.589892258425,0.1734130468189019,0.0038883938602421227,0.00026940262205819805,7.845427844226041e-06,-3.4021225719222645e-10,-4.746515176092887e-07,1.1978295845552282e-10,102.9116882454314,100.2479155117183,0.9517426273458445
