label,area,area_bbox,area_convex,area_filled,axis_major_length,eccentricity,equivalent_diameter_area,euler_number,extent,feret_diameter_max,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,perimeter,perimeter_crofton,solidity
1,1134.0,1482.0,1168.0,1134.0,39.38533337097943,0.3631880349751932,37.99807421080277,1,0.7651821862348178,40.8166632639171,0.159711005880963,0.00012717394950657104,1.140495171447648e-05,1.1884916782220628e-08,-3.4183882625261316e-16,-3.201045001849825e-11,4.362260325226207e-15,124.81118318204308,121.00993861401125,0.9708904109589042
2,1017.0,1260.0,1045.0,1017.0,37.24796549932892,0.35233213006577196,35.98450523483212,1,0.8071428571428572,39.44616584663204,0.15994294164597592,0.00011203077800398969,9.343643018296917e-06,3.373235658939556e-08,1.7431917226943954e-14,3.51712066627837e-10,-7.400422052365248e-15,117.49747468305833,114.07610816454738,0.9732057416267943
3,469.0,600.0,485.0,469.0,27.08490516633195,0.5776007138415958,24.436639426909572,1,0.7816666666666666,28.0178514522438,0.1629052888218438,0.001063737602770516,2.921836153582908e-05,1.8836873955112534e-07,-2.536093493762208e-13,-2.8388059963091904e-09,3.61902409387689e-13,79.35533905932736,77.91509608263047,0.9670103092783505
4,581.0,806.0,598.0,581.0,29.775847563940427,0.541736509808019,27.19838553096727,1,0.7208436724565757,31.400636936215164,0.16275859334579323,0.0007834598072972399,9.490772900991372e-05,6.245066982868375e-07,2.168417041191708e-12,7.583935571476071e-11,4.291151138314449e-12,88.9116882454314,86.97508322615903,0.9715719063545151
5,770.0,1044.0,793.0,770.0,37.023871212350834,0.6926889586217961,31.311251163856024,1,0.7375478927203065,37.64306044943742,0.16914085947784718,0.002850092471919943,0.00010761978205797194,3.6293775908690987e-06,3.203928664934021e-11,7.86644290932e-08,-6.417571109438023e-11,103.7401153701776,101.03331367511575,0.9709962168978562
6,850.0,1066.0,873.0,850.0,40.92918774787185,0.7609545517729029,32.897623212397704,1,0.797373358348968,41.773197148410844,0.17502721432933033,0.0050873259487791336,6.441691589581432e-05,3.7921670227114085e-06,5.5094832601152804e-11,2.431603378436598e-07,-2.18501993733456e-11,110.66904755831213,107.60235330733883,0.9736540664375716
7,507.0,650.0,523.0,507.0,28.037902359479222,0.5686089959410574,25.40733061895184,1,0.78,28.844410203711913,0.16248537115345807,0.0009817052137338427,2.826758657622624e-05,2.044274378645984e-07,-3.938660046031494e-13,-5.362704086530615e-09,-2.9387674034194595e-13,82.18376618407358,80.59661314396496,0.9694072657743786
8,640.0,868.0,662.0,640.0,33.33794695600973,0.6745389026548172,28.54598585844434,1,0.7373271889400922,34.132096331752024,0.16768934249877931,0.0024388410638544176,0.00010999517284164598,3.3444494463369757e-06,5.863935821128337e-11,1.5284463182208992e-07,-2.6004121236092868e-11,94.66904755831214,92.43340212384248,0.9667673716012085
9,943.0,1254.0,963.0,943.0,38.882797890051215,0.6055899830220232,34.65061169280073,1,0.751993620414673,39.92492955535426,0.16365861508882193,0.0013504590284061715,1.4825183296993152e-05,1.1800489745963326e-07,7.951781410096443e-14,2.1144061802832327e-09,-1.3430636923148398e-13,112.8111831820431,109.63322522638902,0.9792315680166147
10,767.0,990.0,785.0,767.0,35.2714022986482,0.6183112046821883,31.25019569237719,1,0.7747474747474747,36.24913792078372,0.1639931635389016,0.001502064834945127,1.1443669381978795e-05,1.9438509739827003e-07,2.747679623538793e-13,6.8427243581300285e-09,9.249733565110758e-14,101.49747468305833,98.90715698105106,0.9770700636942675
